id,variety,puc,block,area,description,geometry
322,Star Ruby,Portsmouth,I09,0.3,I BLOKKE - STR,"POLYGON ((30.733999993811732 -24.347445257980684, 30.733993113075222 -24.347432030856496, 30.73399283784576 -24.34742124855502, 30.73400136995903 -24.347397677938766, 30.73401506262469 -24.347372226683596, 30.734779443643585 -24.346033080952918, 30.73489689781581 -24.34582583356375, 30.734945957467126 -24.345737756440105, 30.734991439135452 -24.345651872987727, 30.735008985013554 -24.345622158557706, 30.73506134741839 -24.345547747057097, 30.735189535539575 -24.345384066671464, 30.7352511869387 -24.345311598401835, 30.735275200709125 -24.345288716973883, 30.735300865856303 -24.345272982070366, 30.735310430080055 -24.34526965956067, 30.735323021827867 -24.345268719227796, 30.73535611817048 -24.345276680713617, 30.735395200753857 -24.34530304132455, 30.73549077418398 -24.34537591695975, 30.735876026621167 -24.345683436448848, 30.736086577158368 -24.345853918394127, 30.736120430381998 -24.345882786534055, 30.736130338642567 -24.345894634671886, 30.736134948736034 -24.345901185626076, 30.73614079736207 -24.34591544727116, 30.736143549656674 -24.345941525703967, 30.736141967087274 -24.34596073973795, 30.736129340935783 -24.345984294917546, 30.736044260628837 -24.346116081632232, 30.735882012861936 -24.346357588703796, 30.735796863747623 -24.34647878094583, 30.735699707748097 -24.346605160447382, 30.735652402684593 -24.34665861780597, 30.735530892620385 -24.346790563667486, 30.735476388981404 -24.346857441450375, 30.735404178827125 -24.346950802555188, 30.735362315804426 -24.34700141831323, 30.735183307553122 -24.347194979313674, 30.735117023922264 -24.347258973023756, 30.735031832945065 -24.347335768057462, 30.734836226806387 -24.34750569230446, 30.734681400678415 -24.34764691427796, 30.734637014195734 -24.347682325063317, 30.734609833488612 -24.347698359677512, 30.734579749515515 -24.34770865752971, 30.734559178466608 -24.347710154841405, 30.73454867418436 -24.3477082989467, 30.734530354843912 -24.347702128653687, 30.734344506299013 -24.347619449136985, 30.73424376784257 -24.34757130487477, 30.73411943665941 -24.34751503346066, 30.734035779525406 -24.34747044641772, 30.734019538045334 -24.34746067314982, 30.733999993811732 -24.347445257980684))"
245,Turkey,Portsmouth,B01,2.98,TURK 2,"POLYGON ((30.8174782318607 -24.334618303011965, 30.818395646686653 -24.33488874275658, 30.817880405854112 -24.336755176384656, 30.816931474725955 -24.336493628885343, 30.8174782318607 -24.334618303011965))"
246,Turkey,Portsmouth,B02,3.55,TURK 2,
325,Turkey,Portsmouth,B18,0.83,TURK 2,
326,Turkey,Portsmouth,B19,3.61,TURK 2,
327,Valencia Late,Portsmouth,B07,2.41,VAL 2,
328,Valencia Late,Portsmouth,B08,3.63,VAL 2,"POLYGON ((30.8034002037993 -24.350418988959046, 30.803313741450033 -24.35067810325497, 30.802166022305673 -24.351180230380624, 30.80250260561182 -24.350169463594188, 30.8034002037993 -24.350418988959046))"
329,Valencia Late,Portsmouth,B13,1.81,VAL 2,"POLYGON ((30.823581630617706 -24.336748794618003, 30.824184807736074 -24.334891101067818, 30.82549893510038 -24.334068805529235, 30.824572091206985 -24.336878428925598, 30.824079350265123 -24.336774789686903, 30.823768432549038 -24.33674569797078, 30.823581630617706 -24.336748794618003))"
330,Valencia Late,Portsmouth,B14,3.4,VAL 2,"POLYGON ((30.81747687326948 -24.334615817432265, 30.81666063620244 -24.334375203330865, 30.817340772647903 -24.332241549481783, 30.818105904968643 -24.332458297492146, 30.81747687326948 -24.334615817432265))"
331,Valencia Late,Portsmouth,C05,3.29,VAL 5,"POLYGON ((30.81666002863832 -24.334377109318293, 30.817476313467907 -24.33461773749935, 30.816929546413142 -24.33649309739746, 30.816061766054975 -24.336253916938634, 30.81666002863832 -24.334377109318293))"
332,Valencia Late,Portsmouth,C06,3.56,VAL 5,"POLYGON ((30.83789989654251 -24.352294679638852, 30.83597182839102 -24.352326714984976, 30.835947354662856 -24.35136693568106, 30.837869052638577 -24.351317736038368, 30.83789989654251 -24.352294679638852))"
333,Valencia Late,Portsmouth,C12,3.33,VAL 5,"POLYGON ((30.83800273100581 -24.356621933353637, 30.83802219213871 -24.357376892530855, 30.83763308994528 -24.357372023896282, 30.837329081965528 -24.35729397444544, 30.83706600864354 -24.357286550462227, 30.83707460554462 -24.356639594103065, 30.83800273100581 -24.356621933353637))"
334,Valencia Late,Portsmouth,C13,3.56,VAL 5,"POLYGON ((30.81689005991777 -24.339423954086485, 30.815911850963072 -24.342373126808642, 30.815182739827687 -24.342820411944064, 30.815077282356736 -24.342851321892446, 30.815000916601907 -24.342842230731158, 30.814926369079338 -24.34279132022794, 30.814886992266015 -24.342609659826813, 30.81569911778891 -24.340211248654118, 30.81689005991777 -24.339423954086485))"
335,Valencia Late,Portsmouth,C19,3.12,VAL 5,"POLYGON ((30.829892190173343 -24.352192249163878, 30.829937292343402 -24.352181976828074, 30.830233275334425 -24.35205100447349, 30.830416525972982 -24.35198051656162, 30.83082764352491 -24.352838410664496, 30.829965389349088 -24.353188523075648, 30.829878027797655 -24.353018061511875, 30.829824758558974 -24.35290939226497, 30.829792797015767 -24.352798592248515, 30.829777881628935 -24.352623869145646, 30.829773620089842 -24.352510938359643, 30.829786404707136 -24.35231277679176, 30.829809843172143 -24.3522424613967, 30.829892190173343 -24.352192249163878))"
336,Valencia Late,Portsmouth,C20,3.53,VAL 5,"POLYGON ((30.820358283508707 -24.337825514805566, 30.819558463273577 -24.340260922197945, 30.81839010153046 -24.340946723602432, 30.819373765181908 -24.33792573070607, 30.81953558785285 -24.337913003080264, 30.819713774614115 -24.33792391247381, 30.819868068185787 -24.33789667712633, 30.820065602556 -24.337842092022214, 30.82027864870704 -24.33782826083321, 30.820358283508707 -24.337825514805566))"
337,Valencia Late,Portsmouth,C26,3.3,VAL 5,"POLYGON ((30.80317661545639 -24.339321789654655, 30.80230091247818 -24.33906164358163, 30.80294732778892 -24.33711568164618, 30.803808852279825 -24.337396613545387, 30.80317661545639 -24.339321789654655))"
338,Valencia Late,Portsmouth,C27,3.53,VAL 5,"POLYGON ((30.731136584536962 -24.354654280763903, 30.731130367611286 -24.354672301575466, 30.73111573585693 -24.354701249244386, 30.730831188566807 -24.35523539186231, 30.73081304016762 -24.355261364644655, 30.73079087274577 -24.355277440281114, 30.730780887986356 -24.355280357923398, 30.730772284765983 -24.35528047234085, 30.73075645986427 -24.355277897950916, 30.730746073554865 -24.355272206845978, 30.730730739528354 -24.355257707921087, 30.730715569126918 -24.355239234151213, 30.730642440238604 -24.355145535129935, 30.730627709287646 -24.355119434171772, 30.730613693612572 -24.355082053682015, 30.730605065105067 -24.355045853823917, 30.73059319525764 -24.354974634739385, 30.730578650676748 -24.354919171551565, 30.730546886781493 -24.354824001072643, 30.73050849153696 -24.354720846795594, 30.730425069698608 -24.354506554443354, 30.73035968366873 -24.354332559850715, 30.730349912197752 -24.354301426826236, 30.730349598211603 -24.354277513427895, 30.730353177653654 -24.354271678100964, 30.730358327026437 -24.354269389737404, 30.73037019570272 -24.35426835997364, 30.730403164247953 -24.354281060376422, 30.730602294261175 -24.354372709232578, 30.730963252733584 -24.35454490839376, 30.731094635987972 -24.35460107643295, 30.731126097399716 -24.354618811223983, 30.731134575025628 -24.354629108833787, 30.731137652089853 -24.354635687861656, 30.7311384056566 -24.35464512733545, 30.731136584536962 -24.354654280763903))"
339,Valencia Late,Portsmouth,D23,2.93,VAL 3,"POLYGON ((30.73524849942056 -24.359682513293983, 30.73529025473796 -24.359700162282337, 30.735700247542923 -24.359896063680694, 30.735802373818697 -24.35994610689816, 30.73588097829917 -24.35998699586414, 30.735909859490864 -24.360005100923317, 30.73592132264427 -24.360025918331708, 30.735923555726103 -24.360034665710725, 30.73592251362124 -24.360054669404395, 30.735883955741613 -24.36012919116026, 30.735617623515157 -24.360616667649982, 30.735122251528825 -24.361513437152198, 30.73500278165083 -24.361726017255723, 30.734957375653586 -24.36180298002683, 30.73494062753985 -24.361821288236627, 30.734921348600036 -24.36183715535139, 30.734913235069385 -24.36184081699296, 30.73489116477728 -24.36184532623611, 30.73488122756313 -24.361844207401248, 30.734856924189195 -24.36183447692875, 30.734837719685444 -24.361820101583206, 30.734795849401095 -24.36178399369222, 30.73435730934739 -24.361381381903232, 30.734321133421716 -24.361344900973958, 30.734303715383426 -24.36132225295606, 30.734295676288834 -24.36129879123132, 30.734294857492163 -24.361290450790655, 30.734296420649446 -24.361280076095074, 30.7343085537274 -24.361254647916095, 30.734597365644298 -24.360746352460914, 30.735054775239483 -24.35994356283838, 30.735199999994606 -24.35969246643922, 30.73520978859146 -24.359684413957122, 30.735220025333696 -24.359681141281378, 30.735235325002257 -24.359680020925925, 30.73524849942056 -24.359682513293983))"
340,Delta,Portsmouth,H63,3.29,NP DEL 2,
341,Delta,Portsmouth,H67,3.33,NP DEL 2,"POLYGON ((30.73039321044955 -24.3489317641437, 30.73039635069419 -24.348940271026457, 30.7303956285808 -24.34895499638286, 30.730363947378763 -24.34901392392951, 30.730144439664723 -24.34940032831131, 30.729633647003865 -24.350291678501378, 30.729570096208093 -24.350405013520245, 30.729518162899698 -24.35050387382828, 30.72950905730149 -24.350517375579162, 30.729499260933764 -24.350521151491492, 30.72948984134941 -24.350521752204802, 30.729472069733596 -24.350514743877866, 30.72922917005175 -24.35040089432313, 30.729123105531933 -24.35034828896146, 30.729107092238536 -24.350338420090914, 30.72910483153829 -24.350332241316345, 30.72910684104962 -24.350318053016384, 30.729220310505323 -24.35012546263744, 30.729304315734986 -24.35009590524182, 30.729381320528848 -24.34997223087592, 30.72947077054191 -24.3499450069589, 30.72977148692157 -24.349394494352307, 30.729784423150747 -24.349354732494938, 30.729786558256535 -24.34934168831402, 30.72978618147316 -24.34932572635323, 30.729783418395087 -24.349312167266163, 30.729748817121894 -24.349202664718316, 30.72972168871896 -24.3491339538238, 30.72971886284365 -24.34911867837462, 30.7297209351522 -24.349085438531887, 30.729724075013657 -24.349072222687912, 30.729740025509827 -24.34903600783278, 30.729842071006992 -24.348846294486346, 30.7298671898986 -24.3488087637021, 30.729922702649045 -24.348735818938707, 30.729935136500394 -24.348724376619256, 30.729956989936095 -24.348715680455403, 30.729972061271063 -24.348717053533946, 30.729995780427423 -24.348725265969264, 30.730186357796445 -24.34882534385342, 30.73037043703624 -24.348915153075204, 30.73038868855639 -24.34892641710402, 30.73039321044955 -24.3489317641437))"
342,Marsh,Portsmouth,A38,3.5,MARSH,"POLYGON ((30.821251947114764 -24.33517950834514, 30.822423153906534 -24.334465374694908, 30.821878490616918 -24.33613181912095, 30.820681978003847 -24.336897030675814, 30.821251947114764 -24.33517950834514))"
343,Marsh,Portsmouth,A59,1.87,MARSH,
344,Marsh,Portsmouth,A60,0.39,MARSH,"POLYGON ((30.808094729722765 -24.336274383569734, 30.80895242267924 -24.33652418303349, 30.808365894854532 -24.338450071637467, 30.80744196027271 -24.338204014282486, 30.808094729722765 -24.336274383569734))"
345,Midknight,Portsmouth,D28,3.39,MKN 2,"POLYGON ((30.821251947114764 -24.33517950834514, 30.822423153906534 -24.334465374694908, 30.821878490616918 -24.33613181912095, 30.820681978003847 -24.336897030675814, 30.821251947114764 -24.33517950834514))"
346,Midknight,Portsmouth,D29,3.39,MKN 2,"POLYGON ((30.741349898714734 -24.352994407064024, 30.74195626875814 -24.353272560062123, 30.742093103920176 -24.353336749207877, 30.7421989800483 -24.35338875270723, 30.742238605099814 -24.353411236060396, 30.74225706748515 -24.35343463473824, 30.742260458535515 -24.353443044531193, 30.742260646927203 -24.353449108735084, 30.742257821051894 -24.353458891553796, 30.74220042438457 -24.353564041538345, 30.742031060257908 -24.35386970867327, 30.741300916876092 -24.355181222499663, 30.74107453286548 -24.3555854033015, 30.74090064733832 -24.355890727120943, 30.74083722213701 -24.35599541935152, 30.74081097289527 -24.35600777634769, 30.740797785477177 -24.356009835847107, 30.740762493434474 -24.356007089848205, 30.740718032996327 -24.355990156162893, 30.7406078238594 -24.35594192948097, 30.739915986787285 -24.35562196287997, 30.739875796560714 -24.35560228318308, 30.739856141028028 -24.35558815268391, 30.73985143123585 -24.35558077278669, 30.739849107738372 -24.3555604637655, 30.739905311258347 -24.35545434097176, 30.74007448699333 -24.355149359382132, 30.740300243031662 -24.354747179526488, 30.741035472989036 -24.35344304119598, 30.74127052301726 -24.35302913332969, 30.741282391693538 -24.353012142060066, 30.74128936218596 -24.353004247126634, 30.741298404986935 -24.352997553595948, 30.74130650582948 -24.352994292644908, 30.74133036877651 -24.352990574016026, 30.741349898714734 -24.352994407064024))"
347,Midknight,Portsmouth,D37,3.12,MKN 2,"POLYGON ((30.736709787791877 -24.366566459474075, 30.737196579275622 -24.366791574840352, 30.737312969337857 -24.3668476996925, 30.73735615738843 -24.366870931058138, 30.7373751185172 -24.3668922271924, 30.737379305545637 -24.366901838616094, 30.73738049688706 -24.3669101307661, 30.737379883882888 -24.366925395792414, 30.737360881462727 -24.366965184437234, 30.737304487206416 -24.367069285345373, 30.736984719221233 -24.367632622080052, 30.736924658345863 -24.367733342885437, 30.736900767100295 -24.367768624726583, 30.73688235236527 -24.36777533054962, 30.736873559605563 -24.367774949146526, 30.736850941461924 -24.367766463442358, 30.73683670283522 -24.36775337935816, 30.7368087523729 -24.367720396032908, 30.736632819733956 -24.36748933173706, 30.736532749754375 -24.36736939286779, 30.73650478040443 -24.367333388298864, 30.73644588287112 -24.36725059808921, 30.736426957502598 -24.367221560482474, 30.736407362209523 -24.367187539177266, 30.73639362875626 -24.36715987460866, 30.736361193242658 -24.367083085063953, 30.736350306968724 -24.367048606032313, 30.736342993625726 -24.367018958123662, 30.736325017316982 -24.366934845508336, 30.736315303411015 -24.366900366439616, 30.736279462447612 -24.366796217214777, 30.736272093277567 -24.36676311116822, 30.736268297038453 -24.366735293943425, 30.736262937642053 -24.366660589166912, 30.736262937642056 -24.366637857348678, 30.73626829703845 -24.366606480306785, 30.73628638500129 -24.366567881943283, 30.736351339769072 -24.366460376063003, 30.73636532444404 -24.366440390342348, 30.736372749441134 -24.366432279088425, 30.73638103975743 -24.366427931047305, 30.736391122287912 -24.36642531541846, 30.736403855580928 -24.366427322390756, 30.736709787791877 -24.366566459474075))"
348,Midknight,Portsmouth,H68,2.22,NP MKN 3,"POLYGON ((30.841194871544094 -24.354497767607292, 30.841202037613368 -24.353449864529065, 30.841336365069772 -24.35336869582034, 30.84164491918527 -24.353315980561305, 30.841916072725166 -24.353515235017216, 30.8429760057425 -24.354435448780084, 30.841194871544094 -24.354497767607292))"
349,Midknight,Portsmouth,H71,0.87,NP MKN 3,"POLYGON ((30.818398097644476 -24.33488738017319, 30.81899883282195 -24.33271124764254, 30.820115448331368 -24.333027564419975, 30.819446082433352 -24.335196309929547, 30.818398097644476 -24.33488738017319))"
350,Star Ruby,Portsmouth,A30,1.56,STR 4,
351,Star Ruby,Portsmouth,A39,3.21,STR 2,
352,Star Ruby,Portsmouth,A40,1.44,STR 2,
353,Star Ruby,Portsmouth,A45,3.53,STR 1,
354,Star Ruby,Portsmouth,A46,1.89,STR 1,
355,Star Ruby,Portsmouth,A47,1.6,STR 2,"POLYGON ((30.821251947114764 -24.33517950834514, 30.822423153906534 -24.334465374694908, 30.821878490616918 -24.33613181912095, 30.820681978003847 -24.336897030675814, 30.821251947114764 -24.33517950834514))"
356,Star Ruby,Portsmouth,A52,3.52,STR 1,
357,Star Ruby,Portsmouth,A53,1.23,STR 1,
358,Star Ruby,Portsmouth,A54,1.78,STR 2,"POLYGON ((30.8174782318607 -24.334618303011965, 30.818395646686653 -24.33488874275658, 30.817880405854112 -24.336755176384656, 30.816931474725955 -24.336493628885343, 30.8174782318607 -24.334618303011965))"
359,Star Ruby,Portsmouth,A58,3.41,STR 3,
360,Star Ruby,Portsmouth,A61,1.31,STR 4,
361,Star Ruby,Portsmouth,A64,2.08,STR 3,
362,Star Ruby,Portsmouth,A65,3.43,STR 3,
363,Star Ruby,Portsmouth,A66,1.72,STR 3,
364,Star Ruby,Portsmouth,A67,1.08,STR 4,"POLYGON ((30.823581630617706 -24.336748794618003, 30.824184807736074 -24.334891101067818, 30.82549893510038 -24.334068805529235, 30.824572091206985 -24.336878428925598, 30.824079350265123 -24.336774789686903, 30.823768432549038 -24.33674569797078, 30.823581630617706 -24.336748794618003))"
365,Star Ruby,Portsmouth,A69,3.46,STR 3,"POLYGON ((30.81155370436701 -24.33732311909489, 30.81147270509959 -24.33754287076614, 30.81074339589587 -24.33737233260199, 30.81084080623462 -24.33710326435495, 30.81155370436701 -24.33732311909489))"
366,Star Ruby,Portsmouth,A70,1.68,STR 3,
367,Star Ruby,Portsmouth,A72,3.4,STR 3,
368,Star Ruby,Portsmouth,A73,1.6,STR 3,"POLYGON ((30.83800273100581 -24.356621933353637, 30.83802219213871 -24.357376892530855, 30.83763308994528 -24.357372023896282, 30.837329081965528 -24.35729397444544, 30.83706600864354 -24.357286550462227, 30.83707460554462 -24.356639594103065, 30.83800273100581 -24.356621933353637))"
369,Star Ruby,Portsmouth,A75,3.24,STR 3,
370,Star Ruby,Portsmouth,A76,1.57,STR 3,"POLYGON ((30.731531096677287 -24.351497306860054, 30.73151385883795 -24.351493960054523, 30.731473480219705 -24.351477082976967, 30.7313695822043 -24.351429798549823, 30.730942341256657 -24.35122936177289, 30.730707542417353 -24.351116599986824, 30.730669047715963 -24.351096175851367, 30.73065604868956 -24.351084848165577, 30.73065108770847 -24.35107741079525, 30.7306492037916 -24.35106642637005, 30.730651024911243 -24.351055556365054, 30.730658372187037 -24.351033930775255, 30.73068508811881 -24.35098300637716, 30.730757888638344 -24.350851858772664, 30.73106356118858 -24.350312386606248, 30.73116609187146 -24.350138104735024, 30.7312626296373 -24.34998707634504, 30.731320995230824 -24.34990964423296, 30.73139955424554 -24.349828376286695, 30.731440690613464 -24.34978324368336, 30.7314855407025 -24.349729113819606, 30.73151915448298 -24.349684029983358, 30.731601412275477 -24.34956608192213, 30.731624220643397 -24.349536724318433, 30.73163596804982 -24.349524621395172, 30.73164840190116 -24.349517670229083, 30.731656534142324 -24.34951541038496, 30.731668497014446 -24.349515582018675, 30.73170375765854 -24.34952559398623, 30.731830890648688 -24.34958746786357, 30.732187390517836 -24.34977051496911, 30.732297285668622 -24.349828984770063, 30.732381967731957 -24.34987824356657, 30.732413209353396 -24.349901871759798, 30.732425611806125 -24.349935397443762, 30.732426647960402 -24.34994947136296, 30.73242501523245 -24.349961027994176, 30.732419080894307 -24.34998162396861, 30.732392266477515 -24.350032112533455, 30.732317757565284 -24.350162982253554, 30.731896670746085 -24.350885811931786, 30.731795881193506 -24.351063365317025, 30.731734025922925 -24.351176098768722, 30.731610472374822 -24.35140897394196, 30.731578916767226 -24.35146501158229, 30.73156510137683 -24.351486179446123, 30.731555210813227 -24.351493645397277, 30.731548899691703 -24.35149659173051, 30.731539856890727 -24.35149796477905, 30.731531096677287 -24.351497306860054))"
