id,variety,puc,block,area,description,geometry
261,Eureka,Portsmouth,F10,1.72,EUREKA 3,"POLYGON ((30.80404298739903 -24.333841804524493, 30.804807222665854 -24.33401798697712, 30.804452325074113 -24.33520327582612, 30.803698209582354 -24.33499932294218, 30.80404298739903 -24.333841804524493))"
262,Eureka,Portsmouth,F11,3.15,EUREKA 3,"POLYGON ((30.737839169554796 -24.347254373516783, 30.737841646619938 -24.347237447787005, 30.73793164665349 -24.347136268652392, 30.738199169688993 -24.3468496569783, 30.73971217484015 -24.34525479938693, 30.739983207051274 -24.344971384749275, 30.740077885985652 -24.344874468329902, 30.740090890577655 -24.34486713370942, 30.740099353883565 -24.34486493959216, 30.74011173920928 -24.344865691860846, 30.740148069498048 -24.344878731185794, 30.740179583271267 -24.344900108125348, 30.740249973205763 -24.344954647517458, 30.74033577599004 -24.345024169564763, 30.740606464164337 -24.345247530291545, 30.740693436673826 -24.345322130130963, 30.74069990456615 -24.345335294786597, 30.740697289886274 -24.345351092370713, 30.74069109722341 -24.345366889953908, 30.740640455002698 -24.345423936526426, 30.740302473225338 -24.34578113564551, 30.739366693059985 -24.34675732028252, 30.73933435359839 -24.346788664354154, 30.739301738907336 -24.346816121757527, 30.739279720550506 -24.346830540024865, 30.739246280171066 -24.346846337423486, 30.73921710584827 -24.346866648344843, 30.7391630232593 -24.346911783710276, 30.738803160739835 -24.347242023900172, 30.73856164688834 -24.34745904916216, 30.738488711081335 -24.34752299073386, 30.738427197296936 -24.347573767859707, 30.738397610129944 -24.347594454831086, 30.73835522479304 -24.347610879011796, 30.738321922028334 -24.34761677165667, 30.73829467431175 -24.347617900035342, 30.738265981640506 -24.34760592666864, 30.738207151343346 -24.347568878189847, 30.73813779351933 -24.34751910409191, 30.737921463163453 -24.347355426294715, 30.73786944479544 -24.34731348816327, 30.737849834696387 -24.34729499525969, 30.73784027047264 -24.347273556008517, 30.737839169554796 -24.347254373516783))"
263,Eureka,Portsmouth,F12,3.29,EUREKA 3,"POLYGON ((30.801621446485026 -24.341100756676408, 30.800738219389707 -24.340832892721274, 30.801416824455156 -24.338801092939505, 30.80229836349637 -24.33906297273836, 30.801621446485026 -24.341100756676408))"
264,Valencia Late,Portsmouth,E35,2.78,VAL 4,"POLYGON ((30.8398810326925 -24.36060156429706, 30.841593175734364 -24.36058080913736, 30.841597971117 -24.360820352749354, 30.841210401697285 -24.361853012916132, 30.841140745594902 -24.361935655749466, 30.841064005821092 -24.36195926798756, 30.840988446659185 -24.361942739420897, 30.840888094647276 -24.36188016698994, 30.84030474250892 -24.361143435222335, 30.83988339391631 -24.36063344081849, 30.8398810326925 -24.36060156429706))"
265,Valencia Late,Portsmouth,E41,0.9,VAL 4,"POLYGON ((30.81210456726462 -24.333032144460304, 30.811250861521824 -24.332780485171046, 30.81148195663236 -24.33207399440455, 30.812763757091016 -24.33100782392959, 30.81210456726462 -24.333032144460304))"
266,Valencia Late,Portsmouth,E42,4.16,VAL 4,"POLYGON ((30.80317661545639 -24.339321789654655, 30.80230091247818 -24.33906164358163, 30.80294732778892 -24.33711568164618, 30.803808852279825 -24.337396613545387, 30.80317661545639 -24.339321789654655))"
267,Valencia Late,Portsmouth,E48,1.69,VAL 4,
268,Valencia Late,Portsmouth,E49,3.35,VAL 4,"POLYGON ((30.822424047597377 -24.334462495024418, 30.82125290914229 -24.335176587279737, 30.821717718896313 -24.333755798596048, 30.82298070443232 -24.332856095313357, 30.822424047597377 -24.334462495024418))"
269,Valencia Late,Portsmouth,E55,2.91,VAL 4,"POLYGON ((30.79726984953518 -24.34272740840297, 30.797988025010813 -24.34231015856677, 30.79814240274715 -24.342524856626312, 30.798361365390885 -24.34276571553442, 30.798765128697354 -24.34311312479643, 30.799322086588166 -24.3434291321217, 30.799584841760648 -24.34351984521696, 30.799766496275318 -24.343529248104517, 30.79953865298988 -24.344223627641078, 30.79949775115898 -24.344218593569583, 30.79922572579462 -24.344159185731385, 30.798922410353477 -24.3440466150522, 30.798540889339552 -24.34386836343094, 30.798149980417268 -24.3436150544493, 30.797831005546865 -24.343364878080354, 30.797540163204598 -24.343070908401078, 30.797315044340955 -24.342814523028597, 30.79726984953518 -24.34272740840297))"
270,Valencia Late,Portsmouth,E56,3.78,VAL 4,"POLYGON ((30.74429494730717 -24.34924411594361, 30.74428382655821 -24.34924963830784, 30.74319212452006 -24.3486976653286, 30.74376238885034 -24.34773157059887, 30.74464825324939 -24.34867511103984, 30.74429494730717 -24.34924411594361))"
271,Valencia Late,Portsmouth,F02,3.05,VAL 5,"POLYGON ((30.81210456726462 -24.333032144460304, 30.811250861521824 -24.332780485171046, 30.81148195663236 -24.33207399440455, 30.812763757091016 -24.33100782392959, 30.81210456726462 -24.333032144460304))"
272,Valencia Late,Portsmouth,F03,1.77,VAL 5,"POLYGON ((30.736940792475803 -24.34648192746449, 30.73693344257023 -24.34647239582494, 30.736930430683923 -24.346460742421772, 30.7369322416411 -24.346448843106728, 30.736938583931458 -24.34643861331604, 30.73917871133854 -24.344076998260352, 30.739187819772678 -24.34407042017903, 30.73919870943436 -24.34406765431662, 30.73920985293084 -24.344069088615218, 30.73921968726632 -24.344074521898943, 30.740045229453425 -24.344745336634993, 30.7400528161919 -24.34475484317019, 30.74005600524356 -24.344766580408436, 30.740054272424644 -24.344778619102332, 30.74004790255824 -24.344788980454275, 30.737792878810026 -24.347168729112617, 30.737783642011152 -24.347175386760377, 30.73777258957978 -24.3471781229051, 30.73776131359074 -24.347176543412044, 30.737751438321776 -24.347170875803197, 30.736940792475803 -24.34648192746449))"
273,Valencia Late,Portsmouth,F01,2.9,VAL 5,"POLYGON ((30.822424047597377 -24.334462495024418, 30.82125290914229 -24.335176587279737, 30.821717718896313 -24.333755798596048, 30.82298070443232 -24.332856095313357, 30.822424047597377 -24.334462495024418))"
247,Delta,Portsmouth,B03,3.25,DEL 1,"POLYGON ((30.74265214055178 -24.360028713087814, 30.742672486853976 -24.36003283195187, 30.74271635071845 -24.360051309619944, 30.74282759600966 -24.36010262376011, 30.743282530535296 -24.360319493215428, 30.74352992021902 -24.360439683851254, 30.743568383521797 -24.36045999211612, 30.74357657856018 -24.360468229822953, 30.743582575695548 -24.360478870193457, 30.74358226170941 -24.360493543606076, 30.74352941784119 -24.360591765917164, 30.74316177146389 -24.361253922503636, 30.742478284574858 -24.36247655920301, 30.742316638962265 -24.36276086364881, 30.742258512733354 -24.362857969105516, 30.74223814425079 -24.362867947595298, 30.742218651256273 -24.362870015088706, 30.742200864877113 -24.36286866648062, 30.742162565960868 -24.362853851584376, 30.742065455591277 -24.36281075550373, 30.741668359161935 -24.362625803965035, 30.741451080749524 -24.362522748627576, 30.741416165490193 -24.362504986379356, 30.741401376742765 -24.36249274442865, 30.74139619597137 -24.36248419222406, 30.741395348208773 -24.36247775661817, 30.741400152196796 -24.362464770984786, 30.741503328044082 -24.362258659761864, 30.741523611549056 -24.3622129526042, 30.74152210441556 -24.36220231237948, 30.741519843715313 -24.36219716388323, 30.74150659349999 -24.362179201350585, 30.741493720068043 -24.36217050611106, 30.74146684285402 -24.362156547961952, 30.741453153058092 -24.36214619376012, 30.741445805782295 -24.362137555713833, 30.741442414731928 -24.362125656928566, 30.741488068317427 -24.36204007675292, 30.7416267245991 -24.361791058996726, 30.7418121648164 -24.36146160957872, 30.74255995421958 -24.360140837122707, 30.742611636339063 -24.360052282163082, 30.742623505015345 -24.360037866128383, 30.742631040682827 -24.360031916653412, 30.74264177900899 -24.3600284842632, 30.74265214055178 -24.360028713087814))"
275,Delta,Portsmouth,B09,3.27,DEL 1,"POLYGON ((30.83800273100581 -24.356621933353637, 30.83802219213871 -24.357376892530855, 30.83763308994528 -24.357372023896282, 30.837329081965528 -24.35729397444544, 30.83706600864354 -24.357286550462227, 30.83707460554462 -24.356639594103065, 30.83800273100581 -24.356621933353637))"
276,Delta,Portsmouth,B15,3.05,DEL 1,"POLYGON ((30.821251947114764 -24.33517950834514, 30.822423153906534 -24.334465374694908, 30.821878490616918 -24.33613181912095, 30.820681978003847 -24.336897030675814, 30.821251947114764 -24.33517950834514))"
277,Delta,Portsmouth,B16,3.07,DEL 1,"POLYGON ((30.731531096677287 -24.351497306860054, 30.73151385883795 -24.351493960054523, 30.731473480219705 -24.351477082976967, 30.7313695822043 -24.351429798549823, 30.730942341256657 -24.35122936177289, 30.730707542417353 -24.351116599986824, 30.730669047715963 -24.351096175851367, 30.73065604868956 -24.351084848165577, 30.73065108770847 -24.35107741079525, 30.7306492037916 -24.35106642637005, 30.730651024911243 -24.351055556365054, 30.730658372187037 -24.351033930775255, 30.73068508811881 -24.35098300637716, 30.730757888638344 -24.350851858772664, 30.73106356118858 -24.350312386606248, 30.73116609187146 -24.350138104735024, 30.7312626296373 -24.34998707634504, 30.731320995230824 -24.34990964423296, 30.73139955424554 -24.349828376286695, 30.731440690613464 -24.34978324368336, 30.7314855407025 -24.349729113819606, 30.73151915448298 -24.349684029983358, 30.731601412275477 -24.34956608192213, 30.731624220643397 -24.349536724318433, 30.73163596804982 -24.349524621395172, 30.73164840190116 -24.349517670229083, 30.731656534142324 -24.34951541038496, 30.731668497014446 -24.349515582018675, 30.73170375765854 -24.34952559398623, 30.731830890648688 -24.34958746786357, 30.732187390517836 -24.34977051496911, 30.732297285668622 -24.349828984770063, 30.732381967731957 -24.34987824356657, 30.732413209353396 -24.349901871759798, 30.732425611806125 -24.349935397443762, 30.732426647960402 -24.34994947136296, 30.73242501523245 -24.349961027994176, 30.732419080894307 -24.34998162396861, 30.732392266477515 -24.350032112533455, 30.732317757565284 -24.350162982253554, 30.731896670746085 -24.350885811931786, 30.731795881193506 -24.351063365317025, 30.731734025922925 -24.351176098768722, 30.731610472374822 -24.35140897394196, 30.731578916767226 -24.35146501158229, 30.73156510137683 -24.351486179446123, 30.731555210813227 -24.351493645397277, 30.731548899691703 -24.35149659173051, 30.731539856890727 -24.35149796477905, 30.731531096677287 -24.351497306860054))"
278,Delta,Portsmouth,B17,2.49,DEL 1,
279,Delta,Portsmouth,B20,3.36,DEL 1,
280,Delta,Portsmouth,B21,3.32,DEL 1,
281,Delta,Portsmouth,B22,1.92,DEL 1,"POLYGON ((30.81747687326948 -24.334615817432265, 30.81666063620244 -24.334375203330865, 30.817340772647903 -24.332241549481783, 30.818105904968643 -24.332458297492146, 30.81747687326948 -24.334615817432265))"
282,Eureka,Portsmouth,C01 A,0.86,EUREKA 2,"POLYGON ((30.799232157573112 -24.3491738800304, 30.799863240299526 -24.34941109552331, 30.799617768123813 -24.350158564115226, 30.799232157573112 -24.3491738800304))"
283,Eureka,Portsmouth,C01 B,1.45,EUREKA 2,"POLYGON ((30.823581630617706 -24.336748794618003, 30.824184807736074 -24.334891101067818, 30.82549893510038 -24.334068805529235, 30.824572091206985 -24.336878428925598, 30.824079350265123 -24.336774789686903, 30.823768432549038 -24.33674569797078, 30.823581630617706 -24.336748794618003))"
236,Eureka,Portsmouth,C02,3.33,EUREKA 1,
251,Eureka,Portsmouth,C03,3.23,EUREKA 1,
235,Eureka,Portsmouth,C04,3.26,EUREKA 1,
287,Eureka,Portsmouth,C08,1.74,EUREKA 2,"POLYGON ((30.83800273100581 -24.356621933353637, 30.83802219213871 -24.357376892530855, 30.83763308994528 -24.357372023896282, 30.837329081965528 -24.35729397444544, 30.83706600864354 -24.357286550462227, 30.83707460554462 -24.356639594103065, 30.83800273100581 -24.356621933353637))"
288,Eureka,Portsmouth,C09,3.33,EUREKA 1,"POLYGON ((30.824593455435995 -24.33688524729656, 30.825157107435913 -24.335246110916152, 30.825335218556063 -24.33531594456281, 30.825500521066388 -24.3353539451399, 30.825719251852856 -24.335418587957008, 30.82607794921429 -24.33544237910853, 30.82563311642039 -24.336790980877662, 30.82524847360688 -24.33700206871913, 30.825130288510124 -24.337005705183646, 30.824593455435995 -24.33688524729656))"
289,Eureka,Portsmouth,C10,3.23,EUREKA 1,"POLYGON ((30.829877470236333 -24.35218224187488, 30.8298519258707 -24.352185996003698, 30.829819272086016 -24.352184766644054, 30.829796965547956 -24.352095858371335, 30.829830757565325 -24.351834181347975, 30.82990115977646 -24.351598151178614, 30.8300024633456 -24.351454587583635, 30.8301854389024 -24.35130840719027, 30.83041370582807 -24.351203893534997, 30.831426670842376 -24.351140140492138, 30.83155041524271 -24.351461243021166, 30.829877470236333 -24.35218224187488))"
290,Eureka,Portsmouth,C11,3.3,EUREKA 1,"POLYGON ((30.799865114082994 -24.349411799853264, 30.800724423009 -24.349734802499206, 30.800403887964148 -24.350762725229256, 30.79994230068888 -24.35098728120101, 30.79961891306194 -24.350161487796516, 30.799865114082994 -24.349411799853264))"
291,Eureka,Portsmouth,C15,1.82,EUREKA 2,"POLYGON ((30.81210456726462 -24.333032144460304, 30.811250861521824 -24.332780485171046, 30.81148195663236 -24.33207399440455, 30.812763757091016 -24.33100782392959, 30.81210456726462 -24.333032144460304))"
292,Eureka,Portsmouth,C16,3.4,EUREKA 2,
293,Eureka,Portsmouth,C17,3.3,EUREKA 2,"POLYGON ((30.73039321044955 -24.3489317641437, 30.73039635069419 -24.348940271026457, 30.7303956285808 -24.34895499638286, 30.730363947378763 -24.34901392392951, 30.730144439664723 -24.34940032831131, 30.729633647003865 -24.350291678501378, 30.729570096208093 -24.350405013520245, 30.729518162899698 -24.35050387382828, 30.72950905730149 -24.350517375579162, 30.729499260933764 -24.350521151491492, 30.72948984134941 -24.350521752204802, 30.729472069733596 -24.350514743877866, 30.72922917005175 -24.35040089432313, 30.729123105531933 -24.35034828896146, 30.729107092238536 -24.350338420090914, 30.72910483153829 -24.350332241316345, 30.72910684104962 -24.350318053016384, 30.729220310505323 -24.35012546263744, 30.729304315734986 -24.35009590524182, 30.729381320528848 -24.34997223087592, 30.72947077054191 -24.3499450069589, 30.72977148692157 -24.349394494352307, 30.729784423150747 -24.349354732494938, 30.729786558256535 -24.34934168831402, 30.72978618147316 -24.34932572635323, 30.729783418395087 -24.349312167266163, 30.729748817121894 -24.349202664718316, 30.72972168871896 -24.3491339538238, 30.72971886284365 -24.34911867837462, 30.7297209351522 -24.349085438531887, 30.729724075013657 -24.349072222687912, 30.729740025509827 -24.34903600783278, 30.729842071006992 -24.348846294486346, 30.7298671898986 -24.3488087637021, 30.729922702649045 -24.348735818938707, 30.729935136500394 -24.348724376619256, 30.729956989936095 -24.348715680455403, 30.729972061271063 -24.348717053533946, 30.729995780427423 -24.348725265969264, 30.730186357796445 -24.34882534385342, 30.73037043703624 -24.348915153075204, 30.73038868855639 -24.34892641710402, 30.73039321044955 -24.3489317641437))"
294,Eureka,Portsmouth,C18,3.3,EUREKA 2,"POLYGON ((30.814804951743447 -24.333828176166083, 30.813888249989677 -24.333557946624158, 30.814550531045924 -24.331451125003202, 30.815446630719347 -24.3317049736723, 30.814804951743447 -24.333828176166083))"
295,Eureka,Portsmouth,C22,2.06,EUREKA 2,"POLYGON ((30.81747687326948 -24.334615817432265, 30.81666063620244 -24.334375203330865, 30.817340772647903 -24.332241549481783, 30.818105904968643 -24.332458297492146, 30.81747687326948 -24.334615817432265))"
296,Eureka,Portsmouth,C23,3.4,EUREKA 2,"POLYGON ((30.799232157573112 -24.3491738800304, 30.799863240299526 -24.34941109552331, 30.799617768123813 -24.350158564115226, 30.799232157573112 -24.3491738800304))"
297,Eureka,Portsmouth,C24,3.3,EUREKA 2,"POLYGON ((30.808094729722765 -24.336274383569734, 30.80895242267924 -24.33652418303349, 30.808365894854532 -24.338450071637467, 30.80744196027271 -24.338204014282486, 30.808094729722765 -24.336274383569734))"
298,Eureka,Portsmouth,C25,3.33,EUREKA 2,
299,Eureka,Portsmouth,C29,1.15,EUREKA 4,"POLYGON ((30.803788707785845 -24.33721830292252, 30.802957980047854 -24.336976859885368, 30.80365390351201 -24.33498861343044, 30.80452235280523 -24.335223987537947, 30.803788707785845 -24.33721830292252))"
300,Eureka,Portsmouth,C30,3.39,EUREKA 4,"POLYGON ((30.733110951941022 -24.358697852372373, 30.733168007181824 -24.358723433617786, 30.733261461656483 -24.358768442343703, 30.733756908078888 -24.359010658772416, 30.73384511481124 -24.359056837206808, 30.733875745250362 -24.35907604431095, 30.733880397504173 -24.35909426815323, 30.733877345625668 -24.359111220561637, 30.733871316304718 -24.359126477727862, 30.733841318572114 -24.359182216996853, 30.733401550323396 -24.35997233085915, 30.733290491720304 -24.360168842173593, 30.733203178220684 -24.36031775136093, 30.733168714324414 -24.360369422025393, 30.733143778243956 -24.36037776252698, 30.733133282759347 -24.36037837280761, 30.733109239911627 -24.360372880282302, 30.733084154959055 -24.360359793151265, 30.73303986550273 -24.36032758388871, 30.733007113635868 -24.36029883284351, 30.73293833471545 -24.360234549815516, 30.732596449887016 -24.359905607782757, 30.732523874727487 -24.359837459594445, 30.732399343197343 -24.359729846320814, 30.7323835627524 -24.35971126657112, 30.732379096588737 -24.35970190888556, 30.732374034936576 -24.359676819435975, 30.73238750786363 -24.359644135273555, 30.73243060634298 -24.359562560452098, 30.732488964214852 -24.359459286578755, 30.73268063707206 -24.359128308374572, 30.732746587422156 -24.359017846664887, 30.732761251326185 -24.359000555195134, 30.732767727263496 -24.358995062610365, 30.732783284400256 -24.358986722017846, 30.73279884153702 -24.358985094585115, 30.73283419866602 -24.35899343517787, 30.732844024226075 -24.358994045465163, 30.73286337760195 -24.358990180312517, 30.732872384365344 -24.358983670578926, 30.732887346013612 -24.358967192814458, 30.73290327533068 -24.35894623960727, 30.732953073055526 -24.358874632525197, 30.732971161018362 -24.358845338707372, 30.73302750911658 -24.358741725337197, 30.73304634144003 -24.35871683912897, 30.73306115421618 -24.358703751829527, 30.73308177300509 -24.35869513997847, 30.733089886535744 -24.358693851591227, 30.73310082863672 -24.358694868738937, 30.733110951941022 -24.358697852372373))"
301,Eureka,Portsmouth,C31,3.23,EUREKA 4,"POLYGON ((30.842209431430607 -24.356755419380807, 30.842968923129412 -24.356754245252347, 30.84295947823417 -24.356990367633305, 30.842404590638935 -24.358456687619043, 30.84218263560082 -24.358463771290467, 30.842156662138915 -24.357524004214262, 30.84222513762939 -24.357436638933308, 30.842209431430607 -24.356755419380807))"
302,Eureka,Portsmouth,C32,3.33,EUREKA 4,"POLYGON ((30.83573217612207 -24.354607022779145, 30.83571545516386 -24.35430237557377, 30.835981052704373 -24.354053943426354, 30.836212814621405 -24.353939961863965, 30.836490125981435 -24.353795608005317, 30.83672531731285 -24.35375767391961, 30.836948304371244 -24.353886611703718, 30.836976855279012 -24.354573015541238, 30.83573217612207 -24.354607022779145))"
303,Eureka,Portsmouth,C33,3.29,EUREKA 4,"POLYGON ((30.736697864289123 -24.357240409112368, 30.73718232429094 -24.35745964699925, 30.73728876559413 -24.357511305563808, 30.737331593304326 -24.35753436026322, 30.737353635131708 -24.357551865796893, 30.737362552338233 -24.357563021282267, 30.737367262130405 -24.357578982204704, 30.737366194577515 -24.357594428256736, 30.737358282126657 -24.357624805490374, 30.73730289497066 -24.35773046705111, 30.736108739337848 -24.359884459063274, 30.736048579592445 -24.35998302676226, 30.736029928815423 -24.35999744280698, 30.736018625314202 -24.360003277872757, 30.736003365587546 -24.36000636702537, 30.73598923621102 -24.36000568054728, 30.735962107808078 -24.360000531960406, 30.735917521775473 -24.359982740707807, 30.73532172581236 -24.35969928893558, 30.735087492148114 -24.359585276149346, 30.735048432271665 -24.35956428131371, 30.735033737720073 -24.359551924664984, 30.73502726960548 -24.359544430585697, 30.735022559813302 -24.359534304996547, 30.735021178274266 -24.35952492309392, 30.735021743449323 -24.35950690297519, 30.735074618716162 -24.35940638989389, 30.735232679341607 -24.359122870768726, 30.736292005797964 -24.357260945999432, 30.736351411976617 -24.35715860211875, 30.736366671703266 -24.357136462701412, 30.736375588909787 -24.357126680168182, 30.7363870808027 -24.357119471985833, 30.73639731675103 -24.35711724088182, 30.73641653270311 -24.35711775575211, 30.736458104468724 -24.357133259045575, 30.73656360381348 -24.35717925405567, 30.736697864289123 -24.357240409112368))"
304,Eureka,Portsmouth,C34,3.49,EUREKA 4,"POLYGON ((30.74429494730717 -24.34924411594361, 30.74428382655821 -24.34924963830784, 30.74319212452006 -24.3486976653286, 30.74376238885034 -24.34773157059887, 30.74464825324939 -24.34867511103984, 30.74429494730717 -24.34924411594361))"
248,Midknight,Portsmouth,B04,3.39,MKN 1,
249,Midknight,Portsmouth,B05,3.27,MKN 1,
307,Midknight,Portsmouth,B06,1.1,MKN 1,
308,Midknight,Portsmouth,B10,3.36,MKN 1,"POLYGON ((30.803549064019567 -24.34385964825512, 30.802888106331984 -24.345845869634427, 30.802133671434778 -24.345637270123678, 30.802795125294956 -24.343655543296524, 30.803549064019567 -24.34385964825512))"
309,Midknight,Portsmouth,B11,3.14,MKN 1,"POLYGON ((30.73928960012708 -24.352023469359835, 30.739317293705078 -24.35203119272481, 30.739362444912746 -24.35205030087628, 30.739470204957744 -24.352099901965694, 30.739900240382074 -24.352304542199875, 30.740137174327167 -24.352419763165976, 30.7401770505676 -24.352440930863224, 30.74019287546931 -24.352453288206213, 30.740199594772818 -24.35246118317445, 30.740203927781618 -24.35247251073617, 30.740204430159455 -24.35248349503747, 30.740201604284152 -24.352505120379632, 30.74014357964454 -24.352615362832864, 30.739972331601003 -24.35292446485039, 30.739744942834722 -24.35332939242636, 30.73900531707132 -24.354638169984394, 30.738830112802358 -24.354941779816908, 30.738766813195507 -24.355044699356796, 30.7387440805986 -24.35505185045006, 30.738726999752302 -24.355052136493846, 30.738713435550835 -24.35504956210034, 30.73867343371595 -24.355031598526175, 30.738566992412757 -24.35498028219717, 30.738123832367563 -24.354761343962828, 30.737879739538368 -24.354638573780875, 30.737839486514567 -24.354616719994592, 30.737825357138032 -24.35460539262383, 30.7378190146179 -24.354598985221834, 30.737814116434038 -24.354591090386602, 30.737811730139335 -24.354571982594926, 30.737868310442682 -24.354466373854898, 30.73803861652778 -24.35416190476976, 30.738777363129962 -24.352859014914095, 30.73918045854304 -24.35215156178139, 30.73924256500254 -24.352044808728994, 30.739254433678823 -24.35202987689121, 30.739262785710284 -24.35202409867053, 30.73927597312838 -24.35202169584626, 30.73928960012708 -24.352023469359835))"
310,Midknight,Portsmouth,B12,0.34,MKN 1,
311,Midknight,Portsmouth,D24,3.16,MKN 2,"POLYGON ((30.81210456726462 -24.333032144460304, 30.811250861521824 -24.332780485171046, 30.81148195663236 -24.33207399440455, 30.812763757091016 -24.33100782392959, 30.81210456726462 -24.333032144460304))"
312,Midknight,Portsmouth,D25,3.18,MKN 2,"POLYGON ((30.803549064019567 -24.34385964825512, 30.802888106331984 -24.345845869634427, 30.802133671434778 -24.345637270123678, 30.802795125294956 -24.343655543296524, 30.803549064019567 -24.34385964825512))"
313,Star Ruby,Portsmouth,A26,1.94,STR 4,
314,Star Ruby,Portsmouth,I01,3.07,I BLOKKE - STR,"POLYGON ((30.80317661545639 -24.339321789654655, 30.80230091247818 -24.33906164358163, 30.80294732778892 -24.33711568164618, 30.803808852279825 -24.337396613545387, 30.80317661545639 -24.339321789654655))"
315,Star Ruby,Portsmouth,I02,2.32,I BLOKKE - STR,"POLYGON ((30.743320415985405 -24.36353282292234, 30.743340439285827 -24.363530856511684, 30.743349594921337 -24.36353228046411, 30.74337229791996 -24.36354089198607, 30.743985837153218 -24.36383334419869, 30.744237393821557 -24.363956007310506, 30.744277031024072 -24.36397736655226, 30.744286744930037 -24.36398743589492, 30.744291434401887 -24.36399316558793, 30.744298356955568 -24.364006421858548, 30.744301706578312 -24.364017711724955, 30.744302971991353 -24.364031374835356, 30.744298989662077 -24.364048496100345, 30.74409745402677 -24.364412752076174, 30.743449748641495 -24.365570037561472, 30.743248547968467 -24.36592764841844, 30.74309312547298 -24.366200128325076, 30.743035288653545 -24.366296650645843, 30.7430172006907 -24.366313737701496, 30.743004397688203 -24.366319433386714, 30.742984076643538 -24.366319433386717, 30.74296301123826 -24.3663137377015, 30.74292013606709 -24.366296650645843, 30.742868179696472 -24.366273189819356, 30.742618818891934 -24.366154529515697, 30.742085261206284 -24.365896595882717, 30.742045214605437 -24.36587666094268, 30.742021692810145 -24.36586221826259, 30.742015440181017 -24.365855505466936, 30.742009783040373 -24.365838621767296, 30.742059171366886 -24.365743862040436, 30.742210016044613 -24.36547056743566, 30.7428672492457 -24.364300936916067, 30.743227259254986 -24.363664198652046, 30.74328379344336 -24.363566726547027, 30.743304561104395 -24.363541841286715, 30.743313270123544 -24.363535535212456, 30.743320415985405 -24.36353282292234))"
316,Star Ruby,Portsmouth,I03,2.01,I BLOKKE - STR,"POLYGON ((30.801425193815128 -24.34761143448723, 30.8005393081841 -24.347358862839233, 30.801188074442933 -24.345383354207478, 30.8020745059661 -24.34565134513309, 30.801425193815128 -24.34761143448723))"
317,Star Ruby,Portsmouth,I04,1.83,I BLOKKE - STR,"POLYGON ((30.79726984953518 -24.34272740840297, 30.797988025010813 -24.34231015856677, 30.79814240274715 -24.342524856626312, 30.798361365390885 -24.34276571553442, 30.798765128697354 -24.34311312479643, 30.799322086588166 -24.3434291321217, 30.799584841760648 -24.34351984521696, 30.799766496275318 -24.343529248104517, 30.79953865298988 -24.344223627641078, 30.79949775115898 -24.344218593569583, 30.79922572579462 -24.344159185731385, 30.798922410353477 -24.3440466150522, 30.798540889339552 -24.34386836343094, 30.798149980417268 -24.3436150544493, 30.797831005546865 -24.343364878080354, 30.797540163204598 -24.343070908401078, 30.797315044340955 -24.342814523028597, 30.79726984953518 -24.34272740840297))"
318,Star Ruby,Portsmouth,I05,0.79,I BLOKKE - STR,"POLYGON ((30.802841350784146 -24.336940029591567, 30.8020741733385 -24.336729767330553, 30.8027177152075 -24.33475346066934, 30.803651970118487 -24.334988089426588, 30.802841350784146 -24.336940029591567))"
319,Star Ruby,Portsmouth,I06,1.53,I BLOKKE - STR,"POLYGON ((30.84109765326037 -24.360572344152413, 30.840296350284923 -24.360585538275863, 30.84026868404651 -24.359614562246332, 30.841076992552022 -24.359610735755968, 30.84109765326037 -24.360572344152413))"
320,Star Ruby,Portsmouth,I07,0.56,I BLOKKE - STR,"POLYGON ((30.821251947114764 -24.33517950834514, 30.822423153906534 -24.334465374694908, 30.821878490616918 -24.33613181912095, 30.820681978003847 -24.336897030675814, 30.821251947114764 -24.33517950834514))"
321,Star Ruby,Portsmouth,I08,1.44,I BLOKKE - STR,"POLYGON ((30.802841350784146 -24.336940029591567, 30.8020741733385 -24.336729767330553, 30.8027177152075 -24.33475346066934, 30.803651970118487 -24.334988089426588, 30.802841350784146 -24.336940029591567))"
